"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 00:00","2019","07","01","00:00","11.9","","11.3","","96","","0.0","","16","","1","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 01:00","2019","07","01","01:00","11.3","","10.8","","97","","0.0","","","","0","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 02:00","2019","07","01","02:00","10.6","","10.2","","98","","0.0","","","","0","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 03:00","2019","07","01","03:00","10.4","","10.1","","98","","0.0","","16","","1","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 04:00","2019","07","01","04:00","9.8","","9.5","","98","","0.0","","7","","2","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 05:00","2019","07","01","05:00","9.9","","9.7","","99","","0.0","","","","0","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 06:00","2019","07","01","06:00","12.9","","12.7","","98","","0.0","","6","","2","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 07:00","2019","07","01","07:00","16.4","","13.6","","84","","0.0","","0","","1","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 08:00","2019","07","01","08:00","19.7","","14.2","","70","","0.0","","2","","2","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 09:00","2019","07","01","09:00","20.9","","13.8","","64","","0.0","","19","","9","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 10:00","2019","07","01","10:00","22.3","","14.3","","61","","0.0","","26","","9","","","","","","26","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 11:00","2019","07","01","11:00","22.9","","13.3","","55","","0.0","","24","","8","","","","","","26","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 12:00","2019","07","01","12:00","24.1","","14.2","","54","","0.0","","24","","9","","","","","","28","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 13:00","2019","07","01","13:00","25.0","","13.8","","50","","0.0","","23","","10","","","","","","28","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 14:00","2019","07","01","14:00","25.5","","15.3","","53","","0.0","","27","","9","","","","","","30","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 15:00","2019","07","01","15:00","25.7","","15.9","","55","","0.0","","25","","10","","","","","","30","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 16:00","2019","07","01","16:00","26.9","","15.6","","50","","0.0","","25","","9","","","","","","31","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 17:00","2019","07","01","17:00","27.5","","16.4","","51","","0.0","","24","","9","","","","","","32","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 18:00","2019","07","01","18:00","27.3","","15.9","","50","","0.0","","25","","10","","","","","","32","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 19:00","2019","07","01","19:00","25.4","","16.9","","59","","0.0","","22","","6","","","","","","31","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 20:00","2019","07","01","20:00","24.0","","16.6","","63","","0.0","","21","","5","","","","","","29","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 21:00","2019","07","01","21:00","22.7","","15.7","","65","","0.0","","22","","6","","","","","","27","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 22:00","2019","07","01","22:00","21.9","","15.4","","67","","0.0","","23","","3","","","","","","26","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-01 23:00","2019","07","01","23:00","21.4","","15.4","","69","","0.0","","25","","4","","","","","","26","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-02 00:00","2019","07","02","00:00","20.8","","15.0","","69","","0.0","","25","","4","","","","","","25","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-02 01:00","2019","07","02","01:00","20.5","","15.2","","71","","0.0","","23","","3","","","","","","25","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-02 02:00","2019","07","02","02:00","21.0","","16.2","","74","","0.0","","26","","7","","","","","","26","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-02 03:00","2019","07","02","03:00","20.6","","17.1","","80","","0.0","","28","","7","","","","","","26","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-02 04:00","2019","07","02","04:00","20.1","","17.5","","86","","0.0","","32","","5","","","","","","26","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-02 05:00","2019","07","02","05:00","19.9","","17.8","","88","","0.0","","29","","6","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-02 06:00","2019","07","02","06:00","20.4","","18.1","","87","","0.0","","27","","6","","","","","","26","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-02 07:00","2019","07","02","07:00","21.0","","18.5","","86","","0.0","","28","","7","","","","","","27","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-02 08:00","2019","07","02","08:00","22.1","","18.4","","80","","0.0","","29","","8","","","","","","28","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-02 09:00","2019","07","02","09:00","22.4","","18.4","","78","","0.0","","28","","9","","","","","","29","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-02 10:00","2019","07","02","10:00","22.9","","17.9","","73","","0.0","","31","","9","","","","","","29","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-07-02 11:00","2019","07","02","11:00","22.6","","18.3","","77","","0.0","","30","","8","","","","","","29","","","","NA"
