"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 00:00","2016","10","01","00:00","11.7","","11.1","","96","","","M","9","","17","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 01:00","2016","10","01","01:00","12.0","","10.7","","92","","","M","10","","16","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 02:00","2016","10","01","02:00","11.8","","10.7","","93","","","M","8","","19","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 03:00","2016","10","01","03:00","11.7","","10.7","","93","","","M","10","","14","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 04:00","2016","10","01","04:00","11.8","","10.7","","93","","","M","9","","15","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 05:00","2016","10","01","05:00","11.6","","10.9","","96","","","M","9","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 06:00","2016","10","01","06:00","11.6","","11.1","","97","","","M","8","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 07:00","2016","10","01","07:00","11.6","","11.2","","97","","","M","10","","10","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 08:00","2016","10","01","08:00","11.7","","11.2","","97","","","M","9","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 09:00","2016","10","01","09:00","11.8","","11.3","","97","","","M","9","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 10:00","2016","10","01","10:00","12.3","","11.9","","97","","","M","9","","14","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 11:00","2016","10","01","11:00","12.7","","12.1","","96","","","M","9","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 12:00","2016","10","01","12:00","13.1","","12.5","","96","","","M","9","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 13:00","2016","10","01","13:00","13.1","","12.5","","96","","","M","12","","9","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 14:00","2016","10","01","14:00","13.0","","12.6","","98","","","M","9","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2016-10-01 15:00","2016","10","01","15:00","13.0","","12.7","","98","","","M","10","","7","","","","","M","","","","","NA"
