"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 00:00","2019","08","01","00:00","12.6","","11.3","","92","","0.0","","4","","4","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 01:00","2019","08","01","01:00","11.9","","9.6","","86","","0.0","","4","","3","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 02:00","2019","08","01","02:00","11.0","","10.1","","94","","0.0","","4","","3","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 03:00","2019","08","01","03:00","10.5","","9.8","","95","","0.0","","4","","3","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 04:00","2019","08","01","04:00","11.1","","10.3","","94","","0.0","","5","","4","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 05:00","2019","08","01","05:00","13.7","","12.5","","92","","0.0","","3","","5","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 06:00","2019","08","01","06:00","13.9","","12.5","","91","","0.0","","3","","3","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 07:00","2019","08","01","07:00","16.5","","13.2","","81","","0.0","","5","","8","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 08:00","2019","08","01","08:00","19.5","","12.9","","66","","0.0","","8","","8","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 09:00","2019","08","01","09:00","21.2","","11.3","","53","","0.0","","9","","12","","","","","","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 10:00","2019","08","01","10:00","22.8","","12.0","","50","","0.0","","9","","11","","","","","","25","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 11:00","2019","08","01","11:00","23.3","","10.6","","44","","0.0","","10","","10","","","","","","25","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 12:00","2019","08","01","12:00","24.6","","11.3","","43","","0.0","","12","","10","","","","","","27","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 13:00","2019","08","01","13:00","24.7","","9.4","","38","","0.0","","11","","8","","","","","","26","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 14:00","2019","08","01","14:00","25.1","","10.6","","40","","0.0","","7","","8","","","","","","27","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 15:00","2019","08","01","15:00","25.1","","10.2","","39","","0.0","","14","","8","","","","","","26","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 16:00","2019","08","01","16:00","24.9","","11.0","","42","","0.0","","15","","7","","","","","","27","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 17:00","2019","08","01","17:00","25.0","","10.5","","40","","0.0","","14","","9","","","","","","27","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 18:00","2019","08","01","18:00","24.2","","12.3","","47","","0.0","","12","","7","","","","","","27","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 19:00","2019","08","01","19:00","22.6","","12.2","","52","","0.0","","12","","6","","","","","","25","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2019-08-01 20:00","2019","08","01","20:00","19.0","","12.4","","65","","0.0","","14","","5","","","","","","","","","","NA"
