"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 00:00","2017","10","01","00:00","1.1","","0.9","","99","","","M","0","","1","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 01:00","2017","10","01","01:00","0.0","","-0.2","","99","","","M","11","","1","","","","","M","","","0","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 02:00","2017","10","01","02:00","-1.3","","-1.3","","100","","","M","","","0","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 03:00","2017","10","01","03:00","-0.6","","-0.6","","100","","","M","9","","2","","","","","M","","","-1","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 04:00","2017","10","01","04:00","-0.9","","-0.9","","100","","","M","9","","1","","","","","M","","","-1","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 05:00","2017","10","01","05:00","-1.4","","-1.4","","100","","","M","8","","3","","","","","M","","","-2","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 06:00","2017","10","01","06:00","-2.2","","-2.2","","100","","","M","8","","1","","","","","M","","","-3","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 07:00","2017","10","01","07:00","-0.6","","-0.6","","100","","","M","10","","2","","","","","M","","","-1","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 08:00","2017","10","01","08:00","4.6","","4.6","","100","","","M","4","","1","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 09:00","2017","10","01","09:00","11.5","","5.6","","67","","","M","14","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 10:00","2017","10","01","10:00","13.8","","5.2","","56","","","M","22","","5","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 11:00","2017","10","01","11:00","14.3","","4.1","","50","","","M","29","","7","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 12:00","2017","10","01","12:00","16.3","","3.6","","43","","","M","24","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 13:00","2017","10","01","13:00","17.1","","3.2","","39","","","M","14","","5","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 14:00","2017","10","01","14:00","18.0","","2.9","","36","","","M","22","","6","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 15:00","2017","10","01","15:00","17.9","","2.8","","37","","","M","20","","7","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 16:00","2017","10","01","16:00","17.8","","2.4","","36","","","M","16","","6","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 17:00","2017","10","01","17:00","17.1","","2.1","","37","","","M","14","","5","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 18:00","2017","10","01","18:00","11.6","","5.3","","65","","","M","14","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 19:00","2017","10","01","19:00","10.6","","7.2","","79","","","M","14","","6","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 20:00","2017","10","01","20:00","9.4","","7.2","","86","","","M","14","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 21:00","2017","10","01","21:00","5.9","","5.2","","95","","","M","8","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 22:00","2017","10","01","22:00","3.8","","3.5","","98","","","M","0","","1","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-01 23:00","2017","10","01","23:00","3.8","","3.6","","99","","","M","7","","2","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 00:00","2017","10","02","00:00","2.4","","2.2","","99","","","M","7","","2","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 01:00","2017","10","02","01:00","1.5","","1.4","","99","","","M","6","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 02:00","2017","10","02","02:00","1.7","","1.7","","100","","","M","6","","5","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 03:00","2017","10","02","03:00","1.2","","1.2","","100","","","M","8","","1","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 04:00","2017","10","02","04:00","4.7","","4.6","","100","","","M","5","","4","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 05:00","2017","10","02","05:00","4.5","","4.5","","100","","","M","5","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 06:00","2017","10","02","06:00","4.5","","4.5","","100","","","M","6","","4","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 07:00","2017","10","02","07:00","4.4","","4.4","","100","","","M","5","","2","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 08:00","2017","10","02","08:00","9.6","","9.6","","100","","","M","8","","5","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 09:00","2017","10","02","09:00","14.4","","10.7","","79","","","M","11","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 10:00","2017","10","02","10:00","16.3","","8.8","","61","","","M","11","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 11:00","2017","10","02","11:00","18.4","","6.8","","47","","","M","11","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 12:00","2017","10","02","12:00","20.0","","5.0","","37","","","M","15","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 13:00","2017","10","02","13:00","20.3","","4.3","","35","","","M","13","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 14:00","2017","10","02","14:00","20.8","","4.0","","33","","","M","12","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 15:00","2017","10","02","15:00","21.1","","4.6","","34","","","M","12","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 16:00","2017","10","02","16:00","19.9","","6.6","","42","","","M","11","","7","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 17:00","2017","10","02","17:00","18.2","","7.4","","49","","","M","10","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 18:00","2017","10","02","18:00","15.1","","7.2","","59","","","M","11","","9","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 19:00","2017","10","02","19:00","12.5","","8.8","","78","","","M","10","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 20:00","2017","10","02","20:00","10.1","","8.8","","92","","","M","8","","4","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 21:00","2017","10","02","21:00","10.4","","9.8","","96","","","M","9","","6","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 22:00","2017","10","02","22:00","9.8","","9.3","","97","","","M","8","","6","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-02 23:00","2017","10","02","23:00","8.9","","8.6","","98","","","M","6","","4","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 00:00","2017","10","03","00:00","8.2","","8.0","","99","","","M","7","","5","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 01:00","2017","10","03","01:00","5.9","","5.8","","99","","","M","8","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 02:00","2017","10","03","02:00","4.7","","4.6","","99","","","M","","","0","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 03:00","2017","10","03","03:00","4.4","","4.3","","100","","","M","5","","2","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 04:00","2017","10","03","04:00","4.2","","4.2","","100","","","M","7","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 05:00","2017","10","03","05:00","4.0","","3.9","","100","","","M","8","","2","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 06:00","2017","10","03","06:00","4.5","","4.5","","100","","","M","8","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 07:00","2017","10","03","07:00","4.9","","4.8","","100","","","M","8","","2","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 08:00","2017","10","03","08:00","11.1","","11.1","","100","","","M","13","","1","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 09:00","2017","10","03","09:00","16.4","","13.1","","81","","","M","18","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 10:00","2017","10","03","10:00","18.2","","12.0","","67","","","M","18","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 11:00","2017","10","03","11:00","21.5","","10.8","","50","","","M","21","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 12:00","2017","10","03","12:00","23.1","","9.0","","41","","","M","21","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 13:00","2017","10","03","13:00","24.1","","8.1","","36","","","M","20","","15","","","","","M","25","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 14:00","2017","10","03","14:00","24.8","","8.4","","35","","","M","21","","14","","","","","M","25","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 15:00","2017","10","03","15:00","25.1","","8.0","","34","","","M","21","","11","","","","","M","26","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 16:00","2017","10","03","16:00","24.7","","8.0","","34","","","M","19","","13","","","","","M","25","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 17:00","2017","10","03","17:00","23.7","","8.7","","38","","","M","19","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 18:00","2017","10","03","18:00","21.5","","9.0","","45","","","M","19","","9","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 19:00","2017","10","03","19:00","19.3","","8.9","","51","","","M","18","","6","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 20:00","2017","10","03","20:00","15.9","","9.3","","65","","","M","18","","5","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 21:00","2017","10","03","21:00","16.9","","9.3","","61","","","M","19","","6","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 22:00","2017","10","03","22:00","16.8","","10.2","","65","","","M","19","","5","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-03 23:00","2017","10","03","23:00","18.9","","10.8","","59","","","M","19","","10","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 00:00","2017","10","04","00:00","20.2","","10.7","","54","","","M","21","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 01:00","2017","10","04","01:00","19.2","","11.4","","60","","","M","21","","7","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 02:00","2017","10","04","02:00","19.8","","12.4","","62","","","M","21","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 03:00","2017","10","04","03:00","19.7","","13.1","","65","","","M","21","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 04:00","2017","10","04","04:00","19.7","","13.8","","69","","","M","22","","10","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 05:00","2017","10","04","05:00","19.6","","14.6","","73","","","M","21","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 06:00","2017","10","04","06:00","19.4","","15.1","","77","","","M","23","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 07:00","2017","10","04","07:00","19.6","","15.5","","77","","","M","23","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 08:00","2017","10","04","08:00","18.7","","17.0","","90","","","M","22","","9","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 09:00","2017","10","04","09:00","19.4","","17.7","","90","","","M","22","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 10:00","2017","10","04","10:00","21.9","","18.2","","80","","","M","23","","12","","","","","M","28","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 11:00","2017","10","04","11:00","19.8","","18.5","","92","","","M","22","","9","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 12:00","2017","10","04","12:00","21.3","","19.1","","88","","","M","22","","10","","","","","M","28","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 13:00","2017","10","04","13:00","21.3","","18.9","","87","","","M","22","","12","","","","","M","28","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 14:00","2017","10","04","14:00","21.5","","19.3","","87","","","M","22","","12","","","","","M","29","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 15:00","2017","10","04","15:00","21.6","","19.1","","86","","","M","23","","11","","","","","M","28","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 16:00","2017","10","04","16:00","22.2","","19.3","","84","","","M","24","","15","","","","","M","29","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 17:00","2017","10","04","17:00","21.4","","19.2","","87","","","M","26","","17","","","","","M","28","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 18:00","2017","10","04","18:00","17.3","","16.3","","93","","","M","30","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 19:00","2017","10","04","19:00","16.8","","15.6","","93","","","M","32","","16","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 20:00","2017","10","04","20:00","15.1","","13.7","","91","","","M","31","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 21:00","2017","10","04","21:00","14.0","","12.8","","93","","","M","31","","7","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 22:00","2017","10","04","22:00","11.7","","11.1","","96","","","M","32","","2","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-04 23:00","2017","10","04","23:00","11.1","","10.7","","97","","","M","35","","4","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 00:00","2017","10","05","00:00","8.9","","8.5","","98","","","M","20","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 01:00","2017","10","05","01:00","7.2","","6.9","","98","","","M","21","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 02:00","2017","10","05","02:00","6.9","","6.7","","99","","","M","11","","2","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 03:00","2017","10","05","03:00","6.8","","6.6","","99","","","M","6","","2","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 04:00","2017","10","05","04:00","8.7","","8.6","","100","","","M","","","0","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 05:00","2017","10","05","05:00","9.0","","8.9","","100","","","M","26","","1","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 06:00","2017","10","05","06:00","9.4","","9.3","","100","","","M","22","","1","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 07:00","2017","10","05","07:00","9.4","","9.3","","100","","","M","31","","2","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 08:00","2017","10","05","08:00","10.6","","10.5","","100","","","M","23","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 09:00","2017","10","05","09:00","13.5","","13.1","","98","","","M","24","","9","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 10:00","2017","10","05","10:00","16.4","","12.5","","77","","","M","24","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 11:00","2017","10","05","11:00","17.2","","10.5","","64","","","M","26","","17","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 12:00","2017","10","05","12:00","18.4","","9.2","","55","","","M","25","","16","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-10-05 13:00","2017","10","05","13:00","19.1","","7.6","","47","","","M","25","","19","","","","","M","","","","","NA"
