"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 00:00","2015","12","01","00:00","-0.5","","-1.1","","95","","","M","7","","15","","","","","M","","","-5","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 01:00","2015","12","01","01:00","-0.1","","-0.6","","97","","","M","9","","14","","","","","M","","","-4","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 02:00","2015","12","01","02:00","-0.1","","-0.5","","97","","","M","8","","14","","","","","M","","","-4","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 03:00","2015","12","01","03:00","0.1","","-0.2","","98","","","M","8","","15","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 04:00","2015","12","01","04:00","0.7","","0.5","","99","","","M","7","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 05:00","2015","12","01","05:00","0.8","","0.7","","99","","","M","8","","15","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 06:00","2015","12","01","06:00","1.4","","1.3","","99","","","M","8","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 07:00","2015","12","01","07:00","2.7","","2.6","","99","","","M","10","","10","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 08:00","2015","12","01","08:00","3.2","","3.1","","99","","","M","9","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 09:00","2015","12","01","09:00","3.6","","3.5","","99","","","M","11","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 10:00","2015","12","01","10:00","3.8","","3.6","","99","","","M","10","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 11:00","2015","12","01","11:00","4.2","","4.0","","99","","","M","10","","10","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 12:00","2015","12","01","12:00","4.6","","4.2","","97","","","M","11","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 13:00","2015","12","01","13:00","4.8","","4.5","","98","","","M","10","","9","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 14:00","2015","12","01","14:00","5.2","","4.8","","98","","","M","10","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2015-12-01 15:00","2015","12","01","15:00","5.2","","4.9","","98","","","M","11","","8","","","","","M","","","","","NA"
