"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 00:00","2017","01","01","00:00","-1.2","","-4.7","","77","","","M","27","","21","","","","","M","","","-7","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 01:00","2017","01","01","01:00","-1.4","","-5.3","","75","","","M","26","","20","","","","","M","","","-7","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 02:00","2017","01","01","02:00","-1.5","","-5.5","","74","","","M","26","","16","","","","","M","","","-6","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 03:00","2017","01","01","03:00","-1.6","","-5.5","","75","","","M","26","","14","","","","","M","","","-6","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 04:00","2017","01","01","04:00","-2.0","","-5.8","","75","","","M","26","","11","","","","","M","","","-6","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 05:00","2017","01","01","05:00","-3.1","","-6.6","","77","","","M","24","","8","","","","","M","","","-6","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 06:00","2017","01","01","06:00","-3.8","","-7.0","","78","","","M","24","","7","","","","","M","","","-7","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 07:00","2017","01","01","07:00","-5.1","","-7.6","","83","","","M","22","","6","","","","","M","","","-8","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 08:00","2017","01","01","08:00","-5.1","","-7.7","","82","","","M","22","","9","","","","","M","","","-9","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 09:00","2017","01","01","09:00","-4.3","","-7.7","","77","","","M","23","","11","","","","","M","","","-9","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 10:00","2017","01","01","10:00","-3.0","","-6.8","","75","","","M","24","","9","","","","","M","","","-7","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 11:00","2017","01","01","11:00","-1.4","","-6.9","","66","","","M","24","","11","","","","","M","","","-5","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 12:00","2017","01","01","12:00","-0.7","","-6.7","","64","","","M","24","","13","","","","","M","","","-5","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 13:00","2017","01","01","13:00","-0.6","","-6.6","","64","","","M","23","","15","","","","","M","","","-5","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 14:00","2017","01","01","14:00","-0.3","","-6.3","","64","","","M","22","","13","","","","","M","","","-4","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 15:00","2017","01","01","15:00","-0.1","","-6.3","","63","","","M","23","","12","","","","","M","","","-4","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 16:00","2017","01","01","16:00","0.1","","-6.3","","62","","","M","23","","5","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 17:00","2017","01","01","17:00","-1.7","","-6.9","","67","","","M","21","","4","","","","","M","","","-3","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 18:00","2017","01","01","18:00","-2.3","","-6.3","","75","","","M","19","","6","","","","","M","","","-5","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 19:00","2017","01","01","19:00","-5.1","","-7.7","","82","","","M","20","","4","","","","","M","","","-7","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 20:00","2017","01","01","20:00","-8.2","","-9.4","","92","","","M","","","0","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 21:00","2017","01","01","21:00","-10.2","","-10.9","","95","","","M","","","0","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 22:00","2017","01","01","22:00","-8.4","","-8.8","","96","","","M","30","","2","","","","","M","","","-9","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-01 23:00","2017","01","01","23:00","-9.6","","-10.2","","96","","","M","4","","3","","","","","M","","","-11","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 00:00","2017","01","02","00:00","-7.4","","-7.9","","96","","","M","4","","2","","","","","M","","","-8","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 01:00","2017","01","02","01:00","-7.3","","-7.9","","95","","","M","","","0","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 02:00","2017","01","02","02:00","-7.3","","-7.9","","95","","","M","3","","1","","","","","M","","","-8","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 03:00","2017","01","02","03:00","-6.6","","-7.2","","95","","","M","8","","7","","","","","M","","","-10","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 04:00","2017","01","02","04:00","-4.6","","-5.7","","92","","","M","9","","6","","","","","M","","","-7","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 05:00","2017","01","02","05:00","-5.5","","-6.6","","92","","","M","9","","2","","","","","M","","","-6","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 06:00","2017","01","02","06:00","-5.5","","-6.6","","92","","","M","3","","5","","","","","M","","","-8","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 07:00","2017","01","02","07:00","-5.3","","-5.7","","97","","","M","8","","4","","","","","M","","","-7","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 08:00","2017","01","02","08:00","-0.8","","-1.1","","98","","","M","7","","15","","","","","M","","","-5","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 09:00","2017","01","02","09:00","-0.4","","-0.9","","96","","","M","7","","12","","","","","M","","","-4","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 10:00","2017","01","02","10:00","0.0","","-1.5","","90","","","M","7","","18","","","","","M","","","-5","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 11:00","2017","01","02","11:00","1.0","","-1.1","","86","","","M","8","","19","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 12:00","2017","01","02","12:00","1.8","","-0.6","","84","","","M","8","","16","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 13:00","2017","01","02","13:00","3.3","","-0.6","","75","","","M","9","","16","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 14:00","2017","01","02","14:00","3.9","","-1.7","","67","","","M","10","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 15:00","2017","01","02","15:00","3.5","","-1.8","","68","","","M","9","","17","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 16:00","2017","01","02","16:00","2.4","","-1.5","","76","","","M","8","","16","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 17:00","2017","01","02","17:00","1.9","","-0.8","","83","","","M","8","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 18:00","2017","01","02","18:00","1.5","","-0.5","","86","","","M","9","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 19:00","2017","01","02","19:00","1.3","","-0.2","","89","","","M","9","","15","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 20:00","2017","01","02","20:00","1.6","","0.2","","91","","","M","8","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 21:00","2017","01","02","21:00","1.3","","0.7","","96","","","M","8","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 22:00","2017","01","02","22:00","1.3","","1.0","","98","","","M","8","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-02 23:00","2017","01","02","23:00","1.5","","1.2","","98","","","M","8","","9","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 00:00","2017","01","03","00:00","1.5","","1.3","","98","","","M","9","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 01:00","2017","01","03","01:00","1.5","","1.3","","98","","","M","8","","6","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 02:00","2017","01","03","02:00","1.5","","1.3","","98","","","M","5","","6","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 03:00","2017","01","03","03:00","1.4","","1.2","","99","","","M","6","","10","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 04:00","2017","01","03","04:00","1.5","","1.3","","98","","","M","9","","10","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 05:00","2017","01","03","05:00","1.7","","1.4","","98","","","M","8","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 06:00","2017","01","03","06:00","1.9","","1.7","","99","","","M","10","","12","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 07:00","2017","01","03","07:00","1.9","","1.7","","99","","","M","8","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 08:00","2017","01","03","08:00","2.1","","1.9","","99","","","M","9","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 09:00","2017","01","03","09:00","2.1","","2.0","","99","","","M","7","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 10:00","2017","01","03","10:00","2.4","","2.2","","99","","","M","7","","9","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 11:00","2017","01","03","11:00","2.3","","2.1","","99","","","M","7","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 12:00","2017","01","03","12:00","3.0","","2.8","","99","","","M","9","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 13:00","2017","01","03","13:00","2.9","","2.7","","99","","","M","8","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 14:00","2017","01","03","14:00","2.3","","2.1","","99","","","M","4","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 15:00","2017","01","03","15:00","2.3","","2.1","","99","","","M","4","","7","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 16:00","2017","01","03","16:00","2.3","","2.1","","99","","","M","5","","11","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 17:00","2017","01","03","17:00","1.9","","1.8","","99","","","M","5","","9","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 18:00","2017","01","03","18:00","1.8","","1.6","","99","","","M","34","","4","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 19:00","2017","01","03","19:00","1.7","","1.5","","99","","","M","36","","3","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 20:00","2017","01","03","20:00","1.4","","1.3","","99","","","M","36","","4","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 21:00","2017","01","03","21:00","1.3","","1.2","","99","","","M","36","","2","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 22:00","2017","01","03","22:00","1.3","","1.2","","99","","","M","31","","2","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-03 23:00","2017","01","03","23:00","1.2","","1.1","","99","","","M","26","","8","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-04 00:00","2017","01","04","00:00","1.1","","0.9","","99","","","M","27","","5","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-04 01:00","2017","01","04","01:00","1.4","","1.3","","99","","","M","27","","13","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-04 02:00","2017","01","04","02:00","1.9","","1.7","","99","","","M","27","","14","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-04 03:00","2017","01","04","03:00","1.8","","1.5","","98","","","M","27","","16","","","","","M","","","","","NA"
"-80.22","43.55","GUELPH TURFGRASS","6143089","2017-01-04 04:00","2017","01","04","04:00","1.5","","0.7","","94","","","M","28","","18","","","","","M","","","","","NA"
